EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 11:21:42 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"PredationMortality of spiny dogfish"

year\group,"spiny dogfish",
1985,0.001212112
1986,0.001211487
1987,0.001214334
1988,0.001219417
1989,0.001227717
1990,0.001209338
1991,0.001180164
1992,0.001153455
1993,0.00110926
1994,0.001062059
1995,0.001016992
1996,0.0009523579
1997,0.0009000686
1998,0.0008588371
1999,0.0008249378
2000,0.0008170537
2001,0.0008394211
2002,0.0008742383
2003,0.000918164
2004,0.0009652599
2005,0.001006073
2006,0.001041792
2007,0.001067734
2008,0.001087329
2009,0.001109951
2010,0.001122287
2011,0.001124566
2012,0.001119633
2013,0.001121868
2014,0.001123457
2015,0.001122431
2016,0.00112009
2017,0.001114219
