EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:21:39 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"PredationMortality of striped bass 2-5"

year\group,"striped bass 6+",
1985,0.0009426093
1986,0.001003208
1987,0.001084166
1988,0.001162137
1989,0.001241809
1990,0.001351619
1991,0.001447
1992,0.001525072
1993,0.00158701
1994,0.001632913
1995,0.001667016
1996,0.001692898
1997,0.001714494
1998,0.001729195
1999,0.001737964
2000,0.001746372
2001,0.001755686
2002,0.001760516
2003,0.001763224
2004,0.001762259
2005,0.001759009
2006,0.001754391
2007,0.001746554
2008,0.001736778
2009,0.001726552
2010,0.001712903
2011,0.001704029
2012,0.001694727
2013,0.001682407
2014,0.00166935
2015,0.001657641
2016,0.001641591
2017,0.001628899
