EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 11:14:32 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"PredationMortality of striped bass 2-5"

year\group,"striped bass 6+",
1985,0.0009591659
1986,0.001007343
1987,0.001050792
1988,0.001113555
1989,0.001205609
1990,0.001336168
1991,0.00144387
1992,0.001522759
1993,0.001580241
1994,0.001623936
1995,0.001665274
1996,0.001704375
1997,0.001733654
1998,0.001748483
1999,0.001753908
2000,0.001758844
2001,0.001766846
2002,0.00177248
2003,0.00177528
2004,0.001773629
2005,0.001770677
2006,0.001767977
2007,0.001763258
2008,0.001756066
2009,0.001746091
2010,0.001730809
2011,0.001718653
2012,0.001705541
2013,0.001688947
2014,0.001670916
2015,0.001653542
2016,0.001631884
2017,0.001617851
