"","menhaden0","menhaden1","menhaden2","menhaden3","menhaden4","menhaden5","menhaden6"
"1985",0.0036569377559044,0.0441663572082222,0.186318042171505,0.127037820706089,0.0561166983324076,0.023702712337802,0.00990284352231037
"1986",0.00348486068154274,0.0420881108608974,0.177550853409296,0.121060060629345,0.0534761291139993,0.022587382062645,0.00943686557712136
"1987",0.00325009459991027,0.03925274331738,0.165589710065411,0.112904556385899,0.0498735801342198,0.0210657283537125,0.00880112826740132
"1988",0.00252238046066863,0.030463837198503,0.128513259019693,0.0876246023596092,0.0387066099668668,0.0163489953771267,0.00683050701790166
"1989",0.00526230690155896,0.0635550676186084,0.268110311043997,0.182806502402537,0.080751521802782,0.0341080311032079,0.014250119988609
"1990",0.00353100693611504,0.0426454383570985,0.17990196802468,0.122663128552814,0.0541842558637158,0.0228864824221817,0.00956182781839339
"1991",0.00242829888475835,0.0293275749031832,0.123719878273819,0.084356316386478,0.0372629027543308,0.0157391986895873,0.00657573781296576
"1992",0.00283530225324878,0.0342431237469323,0.144456373077951,0.0984951463049203,0.0435084794565798,0.0183772211028124,0.00767788691700957
"1993",0.00391134449155231,0.0472389330935136,0.199279861066188,0.13587561872917,0.060020638456911,0.0253516683973154,0.0105917669501361
"1994",0.00358620284441053,0.0433120622826151,0.182714155230462,0.12458057106067,0.0550312519959306,0.023244238781157,0.00971129616579405
"1995",0.00269074524353132,0.0324972486584582,0.137091309510971,0.0934734016901412,0.0412902130687934,0.0174402641605693,0.00728643222381065
"1996",0.00364785584181872,0.0440566711571007,0.185855325941544,0.126722325433735,0.0559773339059271,0.0236438472404397,0.0098782500563898
"1997",0.00270876297356013,0.032714856272711,0.138009298387845,0.0940993169530505,0.0415667000062669,0.0175570474093854,0.00733522352763156
"1998",0.00270196267941981,0.0326327262939776,0.137662828861978,0.0938630825390655,0.0414623476545685,0.0175129708003264,0.00731680859872869
"1999",0.00287621305136306,0.0347372204594813,0.146540745390829,0.09991634047958,0.0441362667118073,0.0186423874643801,0.00778867174823739
"2000",0.00462244659799766,0.0558272087878636,0.235509942380264,0.16057848980114,0.0709326924907824,0.0299607292555883,0.0125174034685986
"2001",0.00686439426979418,0.0829041426390987,0.349735375992214,0.238461178917812,0.105335985511594,0.0444920787857243,0.0185885095308122
"2002",0.0148658453081946,0.179540992466665,0.757402881297406,0.516422405018439,0.228120414483204,0.0963540750535026,0.0402561240415521
"2003",0.0108618652770007,0.131183261458864,0.553403313872079,0.37732873395655,0.166678258631164,0.0704019825595955,0.0294135036957862
"2004",0.0194353117901579,0.234728338373098,0.990213529308331,0.675160426391892,0.298240112772947,0.125971409771419,0.0526300594409895
"2005",0.0151593735967536,0.183086055606525,0.772357911898617,0.526619240891273,0.232624685411661,0.0982566003495619,0.0410509870950122
"2006",0.0154958467475599,0.187149781696883,0.789500948746944,0.538307931992326,0.237787956859272,0.100437475944198,0.0419621431453206
"2007",0.0124875405804768,0.150817217777093,0.636230165179894,0.433802828271079,0.191624685582051,0.0809389171876865,0.0338157684383062
"2008",0.0110258223763823,0.133163439493456,0.56175679642933,0.383024415421486,0.169194224638679,0.0714646826167971,0.029857493068295
"2009",0.0103995591579089,0.125599798310664,0.529849188332478,0.361268749951167,0.159584046272638,0.0674055112810934,0.0281615969195824
"2010",0.00876850957861888,0.105900934629723,0.44674852198744,0.304607959462719,0.134555149606721,0.0568337428871181,0.0237447788496656
"2011",0.00662309864286628,0.0799899150631787,0.3374415575587,0.230078845764524,0.101633238894324,0.042928103346381,0.0179350904694057
"2012",0.0100070970803384,0.12085987068114,0.509853560624173,0.347635067790772,0.153561609610056,0.0648617393196671,0.0270988250590696
"2013",0.00687614153433924,0.0830460192355157,0.350333889687825,0.238869265406201,0.105516250461317,0.0445682195490769,0.0186203206608805
"2014",0.00663594891765913,0.0801451131728015,0.338096268740728,0.230525249563036,0.101830429834442,0.0430113933521747,0.0179698885078156
"2015",0.00482479749140394,0.058271084630474,0.245819557913162,0.167607927607338,0.0740378216454254,0.0312722815263269,0.0130653617243186
"2016",0.00313037055781399,0.0378067863001738,0.159489866258055,0.108745480566389,0.0480363823469165,0.0202897281264335,0.00847692027320627
"2017",0.00361591104014244,0.0436708605100634,0.184227763947558,0.125612599685384,0.055487132289544,0.0234367946474338,0.00979174479065462
